ImageId,EncodedPixels
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,1573 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,55021 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,56596 3 57119 5 57643 6 58167 7 58691 8 59215 8 59739 8 60263 8 60787 8 61311 7 61835 7 62359 7 62883 6 63406 6 63931 5 64455 5 64981 3 65505 2 66029 2 66550 1 66552 4 67073 7 67084 1 67601 10 68125 11 68648 12 69172 13 69696 13 70221 13 70745 14 71269 14 71793 14 72317 13 72841 13 73364 14 73889 8 73899 2 74414 5 74939 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,111089 1 111613 2 112137 2 112661 2 113185 2 113709 2 114233 2 114757 2 115281 2 115805 2 116329 2 116853 2 117377 1 117901 1 118425 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,160869 2 161393 2 161917 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,177116 1 177122 2 177639 4 177645 6 178162 14 178687 12 179210 14 179733 16 180257 14 180781 17 181306 17 181831 5 181837 3 181842 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,150392 2 150916 1 151440 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,160350 1 160874 5 161398 7 161921 9 162445 8 162969 9 163493 10 164017 10 164542 9 165066 7 165590 7 166115 6 166639 6 167163 6 167687 6 168211 4 168735 4 169259 4 169783 4 170307 3 170832 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,81240 1 81763 2 82286 4 82809 12 83327 19 83850 23 84373 20 84396 2 84897 18 84922 2 85421 16 85446 5 85945 11 85957 2 85970 6 86469 9 86494 6 86993 8 87018 6 87517 8 87541 8 88041 8 88064 9 88565 7 88587 10 89089 6 89108 12 89614 3 89630 14 90154 11 90679 7 91204 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,120014 5 120537 6 121061 6 121584 7 122104 11 122629 10 123153 8
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,167696 1 168220 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,108492 1 109015 3 109538 4 110062 4 110586 4 111109 6 111634 4 112158 4 112682 4 113207 2
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,87006 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,65526 2 65529 3 66049 8 66573 8 67097 8 67620 9 68144 8 68668 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,36709 7 37230 12 37754 12 38279 12 38803 13 39328 6 39337 4 39852 5 39863 2 40376 5 40388 1 40901 3 40912 2 41425 6 41437 2 41951 7 41960 4 42475 14 42996 15 43012 1 43520 14 44045 11 44570 8 45095 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,59762 6 60286 7 60811 7 61335 9 61862 6 62387 5 62912 5 63436 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,160380 1 160899 7 161422 9 161942 1 161945 11 162466 12 162480 2 162990 17 163514 17 164038 16 164562 14 165086 12 165610 12 166134 7 166658 5 167182 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,64488 1 65012 1 65536 1 66060 1 66584 1 67108 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,166681 5 167203 8 167726 12 168250 13 168774 13 169297 15 169821 10 169832 4 170344 10 170356 4 170868 10 170880 3 171392 11 171404 3 171917 9 171928 3 172441 9 172452 2 172965 10 172976 2 173488 9 174013 6 174537 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,180302 10 180829 7 181357 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,81272 1 81796 1 82319 2 82842 3
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,30979 1 31502 4 32026 7 32035 1 32550 10 33074 10 33599 10 34123 11 34648 10 35172 10 35696 11 36219 12 36742 13 37265 14 37785 18 38308 19 38832 19 39355 20 39877 22 40403 20 40927 20 41450 17 41468 3 41975 16 41992 2 42499 19 43022 9 43032 7 43041 1 43547 8 43556 5 44070 10 44082 2 44594 10 45118 10 45642 10 46166 11 46690 12 47214 12 47738 11 48262 11 48786 10 49310 10 49834 9 50358 8 50882 7 51406 5 51930 4
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,79177 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,75511 1 76035 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,157798 4 158322 8 158846 8 159363 1 159371 7 159887 3 159895 6 160411 13 160934 12 161452 5 161458 10 161973 16 162496 9 162506 6 163021 7 163030 5 163546 4 163555 4 164079 5 164605 5 165130 5 165654 6 166178 6
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,153591 1 154114 2 154638 3 155162 3 155686 2 156211 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,125826 3 126347 8 126871 8 127394 12 127918 12 128441 13 128965 14 129489 15 130014 9 130024 5 130538 9 130549 4 131061 10 131072 4 131585 15 132109 14 132633 6 132645 1 133156 7 133165 3 133680 7 133689 3 134204 7 134213 3 134728 11 135252 7 135261 1 135776 6 136300 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,176127 1 176649 7 177173 10 177697 11 178221 10 178748 7 179273 6 179797 6 180322 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,95964 3 96486 7 97009 8 97532 10 98055 11 98579 12 99102 12 99623 1 99626 13 100147 15 100670 16 101194 15 101718 15 102243 15 102768 15 103293 14 103817 13 104341 13 104865 12 105389 9 105914 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,157789 1 158313 1
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,63476 5 63998 8 64521 10 65046 9 65569 10 66093 11 66617 11 67142 10 67666 11 68190 11 68714 11 69238 10 69762 10 70286 10 70809 11 71333 11 71856 7 71864 4 72380 7 72388 3 72903 8 72913 1 73428 7 73953 5
c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb,141554 3 142075 9 142599 9 143123 9 143650 7 144178 4 144704 3 145229 1
