ImageId,EncodedPixels
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",56595 2 57118 5 57641 7 58165 8 58689 9 59213 9 59737 10 60261 10 60785 10 61309 10 61833 9 62357 6 62881 6 63405 4
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",66555 4 67075 10 67597 13 68122 13 68646 14 69169 16 69693 17 70217 2 70220 15 70745 14 71265 2 71268 15 71790 16 72314 16 72838 15 73363 13 73888 11 74414 8
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",146721 5 147245 6 147769 7 148293 7 148818 6 149343 3 149867 2 150392 1
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",160352 3 160875 6 161397 9 161920 11 162443 13 162967 14 163492 13 164016 13 164541 12 165065 12 165590 11 166114 11 166639 11 167162 12 167685 13 168208 13 168732 12 169257 10 169781 9 170307 6
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",82289 4 82804 2 82813 9 83327 4 83337 12 83848 1 83850 24 84372 27 84896 29 85420 19 85441 10 85944 17 85967 9 86469 14 86492 9 86994 9 87006 1 87016 9 87519 7 87539 10 88043 7 88056 1 88062 11 88566 7 88580 16 89089 6 89104 16 89613 4 89629 12 90137 3 90154 10 90662 1 90680 6
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",120012 6 120535 8 121058 9 121579 12 122102 13 122625 12 123150 9 123674 8 124198 6 124724 3
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",59240 4 59762 8 60285 10 60808 12 61332 13 61856 13 62382 11 62907 10 63424 1 63431 11 63948 3 63953 13 64472 18 64996 18 65521 17 66045 16 66570 15 67094 14 67619 11 68144 9 68670 3
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",109539 2 110062 4 110586 5 111111 4 111637 2 112161 2 112686 1
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",159332 1 159855 4 160377 7 160899 10 161420 13 161942 15 162465 17 162989 17 163513 16 164037 16 164560 16 165084 15 165608 12 166132 10 166657 7
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",36185 6 36707 10 37230 11 37754 13 38277 14 38801 16 39326 16 39850 17 40373 19 40897 20 41421 21 41945 21 42470 19 42994 19 43519 16 44044 14 44576 2
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",180300 7 180823 10 181346 12 181869 13
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",166157 7 166680 9 167202 12 167725 14 168248 16 168771 17 169295 17 169819 17 170343 16 170866 16 171390 16 171914 15 172438 14 172962 14 173487 12 174012 9 174537 6
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",29931 1 30453 6 30977 7 31501 9 32025 10 32549 11 33073 12 33597 12 34121 12 34645 13 35170 12 35694 12 36218 12 36742 12 37261 3 37267 11 37785 4 37791 12 38308 6 38316 12 38831 8 38840 12 39355 20 39878 21 40402 20 40926 9 40936 10 41450 20 41974 9 41985 9 42498 9 42510 7 43022 9 43034 6 43546 9 43559 4 44069 10 44085 1 44593 11 45117 11 45641 11 46165 11 46689 11 47213 11 47737 11 48261 11 48785 11 49309 10 49833 10 50358 8 50882 7 51406 7 51931 5
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",73940 2 74463 3 74987 3 75510 4 76033 5 76557 4 77081 3
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",153592 5 154115 7 154639 8 155162 9 155685 10 156209 10 156733 10 157256 5 157263 3 157779 5 158303 5 158827 5 158837 1 159350 6 159359 4 159874 6 159883 5 160398 7 160408 4 160922 13 161446 13 161971 12 162496 10 163021 8
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",125301 5 125823 8 126346 10 126869 12 127393 12 127917 13 128440 14 128965 15 129489 15 130013 15 130537 15 131060 15 131584 14 132107 14 132631 14 133155 13 133679 12 134203 12 134727 11 135251 10 135775 9 136300 6
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",175605 5 176128 8 176651 9 177175 10 177699 11 178222 12 178746 12 179270 12 179793 14 180318 13 180842 13 181368 11 181894 9
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",95963 6 96486 8 97010 8 97534 9 98058 9 98581 10 99101 2 99105 10 99624 15 100147 15 100671 15 101194 16 101718 17 102242 17 102767 16 103291 15 103815 14 104339 13 104864 11 105389 8 105915 3
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",62951 6 63475 7 63998 8 64521 10 65045 11 65569 11 66093 12 66617 12 67141 12 67665 12 68188 13 68712 12 69235 13 69759 13 70283 13 70807 13 71331 12 71855 12 72379 12 72903 11 73428 8
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",141030 4 141553 6 142076 8 142600 9 143123 10 143647 11 144171 11 144696 9 145220 10 145741 1 145744 11 146265 1 146272 7 146789 1 146796 7 147313 1 147317 1 147320 7 147837 13 148361 13 148886 11 149411 9
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",152034 9 152557 12 153080 14 153604 14 154127 16 154651 16 155175 16 155699 16 156223 16 156747 16 157271 16 157796 14 158321 11 158846 10 159371 9 159895 8 160418 9 160942 10 161465 12 161987 14 162510 15 163034 6 163043 6 163558 5 163567 5 164082 13 164606 13 165129 13 165653 12 166178 8
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",119030 4 119551 9 120074 11 120597 13 120623 4 121120 15 121146 6 121643 17 121670 7 122167 17 122195 6 122691 18 122720 6 122729 3 123216 17 123244 13 123740 17 123760 3 123768 15 124265 24 124292 15 124789 24 124816 15 125314 12 125327 11 125341 14 125839 7 125851 11 125866 14 126363 6 126375 12 126391 14 126897 14 126916 14 127420 15 127441 13 127944 15 127964 14 128469 14 128487 15 128992 14 129010 16 129515 16 129534 16 130039 16 130057 17 130563 35 131087 35 131611 16 131629 16 132135 13 132154 15 132660 10 132678 15 133185 9 133204 13 133730 10 134255 8 134780 5
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",176148 6 176671 8 177194 10 177718 12 178242 13 178766 14 179289 15 179813 15 180337 17 180862 17 181388 15 181913 14
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",136850 3 137373 6 137897 7 138421 8 138945 9 139469 10 139992 12 140516 12 141041 11 141053 1 141565 14 142090 13 142614 14 143138 14 143662 14 144186 13 144711 13 145235 13 145759 13 146283 13 146808 11 147333 10 147857 9 148382 6
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",36772 1 37295 6 37817 9 38341 10 38864 12 39388 12 39912 12 40436 13 40960 13 41484 13 42008 13 42532 13 43055 14 43579 14 44103 13 44627 13 45151 13 45675 12 46199 11 46724 9 47249 7
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",111178 1 111701 2 112225 2
"c8e79ff4ac55f4b772057de28e539727b7f4f2a3de73bf7a082a0ace86d609eb
",90756 3 91276 9 91798 11 92320 14 92843 15 93366 16 93890 15 94413 16 94937 16 95460 16 95984 16 96508 14 97031 14 97556 13 98080 11 98604 10 99127 9 99650 9 100174 8 100698 8 101222 6 101747 4
